Experimento,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples)
1,0.4496124031007752,0.059567523459812324,0.3358933617936388,0.36257993468519784,0.3397696681449542,0.4552238805970149,0.4552238805970149,0.4552238805970149,0.24677002583979324,0.24857881136950902,0.22440014765596158
2,0.4496124031007752,0.05915952672378621,0.34105399063847824,0.37220399483557376,0.34733112497852753,0.45985401459854014,0.4701492537313433,0.46494464944649444,0.2441860465116279,0.2537467700258398,0.22750092284976006
3,0.4418604651162791,0.05915952672378621,0.3356681176625775,0.3577952456899826,0.3376559923470679,0.4580152671755725,0.44776119402985076,0.4528301886792453,0.24677002583979324,0.24599483204134368,0.22284976005906237
4,0.4418604651162791,0.0587515299877601,0.34081475618871737,0.3674193058403585,0.3445239781624221,0.4626865671641791,0.4626865671641791,0.4626865671641791,0.24806201550387597,0.2511627906976744,0.22724252491694352
5,0.4496124031007752,0.05915952672378621,0.3283424331900786,0.3700987316776791,0.34201031249086167,0.45925925925925926,0.4626865671641791,0.46096654275092935,0.2457364341085271,0.24987080103359174,0.22554448135843486
6,0.4496124031007752,0.059567523459812324,0.320396285770247,0.36047467152730306,0.33295926108974916,0.45454545454545453,0.44776119402985076,0.45112781954887216,0.24547803617571057,0.24470284237726095,0.22207456626061275
1,0.49612403100775193,0.06364749082007344,0.3126684718789982,0.3607962213225371,0.3213908681075049,0.3795620437956204,0.42276422764227645,0.4,0.22941429801894922,0.26421188630490955,0.22550756736803246
2,0.4883720930232558,0.06446348429212566,0.310868629134883,0.35728744939271256,0.31872248386017327,0.3722627737226277,0.4146341463414634,0.3923076923076923,0.22166236003445303,0.2616279069767442,0.22163159837578442
3,0.49612403100775193,0.06405548755609955,0.3108409864988812,0.35377867746288794,0.3172750066062444,0.373134328358209,0.4065040650406504,0.38910505836575876,0.21391042204995692,0.2596899224806202,0.21853082318198597
4,0.4883720930232558,0.06446348429212566,0.3080736514947041,0.3607962213225371,0.31852312181870596,0.37410071942446044,0.42276422764227645,0.3969465648854962,0.22941429801894922,0.26421188630490955,0.22550756736803246
5,0.5038759689922481,0.06323949408404733,0.3139216047110784,0.3607962213225371,0.32218831627337413,0.38235294117647056,0.42276422764227645,0.4015444015444015,0.22941429801894922,0.26421188630490955,0.22550756736803246
