Experimento,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples)
1,0.31932773109243695,0.21288515406162464,0.6254619103757035,0.6715567997014268,0.643416478863876,0.6419213973799127,0.6774193548387096,0.6591928251121076,0.6498599439775912,0.680672268907563,0.6366946778711484
2,0.3025210084033613,0.22549019607843138,0.6129505696713048,0.6389636422359843,0.6236654413125001,0.6261261261261262,0.6405529953917051,0.6332574031890661,0.623249299719888,0.6414565826330533,0.607563025210084
3,0.35294117647058826,0.2030812324929972,0.6593036274070756,0.6807512302228953,0.6639015236695583,0.6592920353982301,0.6866359447004609,0.672686230248307,0.6708683473389356,0.6862745098039216,0.6540616246498601
4,0.3277310924369748,0.22128851540616246,0.6191284870546551,0.6493179910624914,0.631186848578153,0.6311111111111111,0.6543778801843319,0.6425339366515838,0.642857142857143,0.6680672268907563,0.6319327731092437
5,0.3025210084033613,0.2184873949579832,0.6353593103593104,0.6617439977011481,0.64575066120367,0.6355555555555555,0.6589861751152074,0.6470588235294118,0.6358543417366948,0.6554621848739496,0.6190476190476191
6,0.33613445378151263,0.20588235294117646,0.6435913507659893,0.6800564855681875,0.6580138343090365,0.6535087719298246,0.6866359447004609,0.6696629213483146,0.6596638655462186,0.6918767507002802,0.6490196078431373
1,0.226890756302521,0.21288515406162464,0.6869013280362902,0.6259001612449888,0.6532923108483025,0.6854460093896714,0.6320346320346321,0.6576576576576577,0.6834733893557424,0.6358543417366948,0.6212885154061625
2,0.20168067226890757,0.21708683473389356,0.6748015494029583,0.6145974792526517,0.6422309556815321,0.6792452830188679,0.6233766233766234,0.6501128668171557,0.6820728291316526,0.6274509803921569,0.6145658263305322
3,0.2184873949579832,0.20728291316526612,0.6969022516374733,0.6138302284854009,0.6510703780049106,0.7024390243902439,0.6233766233766234,0.6605504587155964,0.6904761904761904,0.6190476190476191,0.6162464985994398
4,0.2184873949579832,0.20868347338935575,0.6872940538050895,0.6211562358114082,0.6515141343392296,0.6952380952380952,0.6320346320346321,0.6621315192743764,0.6918767507002801,0.623249299719888,0.6173669467787115
5,0.25210084033613445,0.20168067226890757,0.7038817226317226,0.6317609671057948,0.664371993409306,0.7081339712918661,0.6406926406926406,0.6727272727272727,0.7212885154061625,0.6456582633053222,0.6456582633053222
6,0.24369747899159663,0.2184873949579832,0.6684569741875245,0.5933070954622678,0.6255056467138895,0.6829268292682927,0.6060606060606061,0.6422018348623854,0.6778711484593838,0.6022408963585435,0.6061624649859945
1,0.2689075630252101,0.2184873949579832,0.6254796217408382,0.6404912532469159,0.6321341647235977,0.6371681415929203,0.6605504587155964,0.6486486486486487,0.6022408963585434,0.6610644257703082,0.6056022408963586
2,0.2773109243697479,0.20168067226890757,0.6553449866715447,0.670543935239253,0.6602118263959279,0.6637168141592921,0.6880733944954128,0.6756756756756757,0.658263305322129,0.6918767507002802,0.6448179271708684
3,0.3025210084033613,0.20588235294117646,0.6479070592280531,0.6487888520089332,0.6422051800440026,0.6606334841628959,0.6697247706422018,0.6651480637813212,0.6428571428571429,0.6708683473389355,0.630532212885154
4,0.3025210084033613,0.226890756302521,0.607246034804433,0.6262949602516032,0.6153922732438267,0.6238938053097345,0.6467889908256881,0.6351351351351351,0.5882352941176471,0.6316526610644259,0.5876750700280112
5,0.33613445378151263,0.19187675070028012,0.6686446714047669,0.6966168687665476,0.6814239434318776,0.6768558951965066,0.7110091743119266,0.6935123042505593,0.6596638655462185,0.7100840336134453,0.6593837535014005
6,0.29411764705882354,0.211484593837535,0.6348709417221213,0.6495195147895453,0.6363059488059489,0.6488888888888888,0.6697247706422018,0.6591422121896162,0.6148459383753501,0.669467787114846,0.615966386554622
1,0.2457627118644068,0.21045197740112995,0.6698026902299766,0.6589421620650513,0.6588770458229071,0.6636363636363637,0.6606334841628959,0.6621315192743764,0.6638418079096045,0.6751412429378532,0.635310734463277
2,0.23728813559322035,0.2062146892655367,0.6828632403907801,0.6545508971218033,0.6638684298088185,0.6744186046511628,0.6561085972850679,0.6651376146788991,0.675141242937853,0.6680790960451977,0.6372881355932204
3,0.2627118644067797,0.2019774011299435,0.678996852074841,0.6650083688545458,0.66722597587493,0.6788990825688074,0.669683257918552,0.6742596810933941,0.6779661016949152,0.692090395480226,0.6525423728813561
